,text,labels
3231,Tom doesn't watch TV anymore. //n Tom doesn't watch TV at home anymore.,0
3232,Tom doesn't watch TV at home anymore. //n Tom doesn't watch TV anymore.,1
3233,Tom doesn't watch TV anymore. //n Tom doesn't watch TV in real-time anymore.,0
3234,Tom doesn't watch TV in real-time anymore. //n Tom doesn't watch TV anymore.,1
3235,Tom never forgets a name or a face. //n Tom never forgets a name or a distinguished looking face.,0
3236,The government are being criticised from all sides. //n The government are being criticised from all sides by the public and opposition.,0
3237,The government are being criticised from all sides. //n The government are being criticised from all aspects.,0
3238,The government are being criticised from all sides. //n The government are being criticised from all different sides.,0
3239,"The government are being criticised from all sides. //n The government are being criticised from all sides, left and right.",0
3240,The government are being criticised from all sides. //n The government are being criticised from all political sides.,0
3241,The government are being criticised from all political sides. //n The government are being criticised from all sides.,1
3242,I'm not a little girl anymore. //n I'm not a little female child anymore.,0
3243,I'm not a little girl anymore. //n I'm not a little lass anymore.,0
3244,I'm not a little girl anymore. //n I'm not a little kid anymore.,0
3245,I don't have room for dessert. //n I don't have room for last dessert.,0
3246,I don't have room for dessert. //n I don't have room for delicious dessert.,0
3247,I don't have room for dessert. //n I don't have room for dessert food.,0
3248,Tom and Mary have actually never been on a date yet. //n Tom and Mary have actually never been on a real date yet.,0
3249,Tom and Mary have actually never been on a real date yet. //n Tom and Mary have actually never been on a date yet.,1
3250,Tom and Mary have actually never been on a date yet. //n Tom and Mary have actually never been on a first date yet.,0
3251,Tom and Mary have actually never been on a date yet. //n Tom and Mary have actually never been on a date outside yet.,0
3252,Tom and Mary have actually never been on a date outside yet. //n Tom and Mary have actually never been on a date yet.,1
3253,"If Esperanto were an easy language, I wouldn't need a proofreader. //n If Esperanto was an easy translator, I would not need a proofreader.",0
3254,"If Esperanto were an easy language, I wouldn't need a proofreader. //n If Esperanto were an easy language for me, I wouldn't need a proofreader.",0
3255,"If Esperanto were an easy language, I wouldn't need a proofreader. //n If Esperanto were an easy language just like chinese, I wouldn't need a proofreader.",0
3256,"If Esperanto were an easy language, I wouldn't need a proofreader. //n If Esperanto were an easy language to study, I wouldn't need a proofreader.",0
3257,Tom has no sense of humor. //n Tom has no ability of humor.,0
3258,Tom has no sense of humor. //n Tom has no feel of humor.,0
3259,Tom has no sense of humor. //n Tom has no feelings of humor.,0
3260,I can't remember the tune of the song. //n I can't remember the tune of the musical song.,0
3261,I can't remember the tune of the musical song. //n I can't remember the tune of the song.,1
3262,I can't remember the tune of the song. //n I can't remember the tune of the song he used to hear.,0
3263,I can't remember the tune of the song he used to hear. //n I can't remember the tune of the song.,1
3264,I can't remember the tune of the song. //n I can't remember the tune of the hip hop song.,0
3265,I can't remember the tune of the hip hop song. //n I can't remember the tune of the song.,1
3266,I can't remember the tune of the song. //n I can't remember the tune of the classic song.,0
3267,I can't remember the tune of the classic song. //n I can't remember the tune of the song.,1
3268,Tom and Mary don't eat meat anymore. //n Tom and Mary don't eat chicken meat anymore.,0
3269,Tom and Mary don't eat chicken meat anymore. //n Tom and Mary don't eat meat anymore.,1
3270,Tom and Mary don't eat meat anymore. //n Tom and Mary don't eat lamb meat anymore.,0
3271,Tom and Mary don't eat lamb meat anymore. //n Tom and Mary don't eat meat anymore.,1
3272,Tom and Mary don't eat meat anymore. //n Tom and Mary don't eat fresh meat anymore.,0
3273,Tom and Mary don't eat fresh meat anymore. //n Tom and Mary don't eat meat anymore.,1
3274,"If you're so demanding of others, you should also be demanding of yourself. //n If you're so demanding of needs of others, you should also be demanding of yourself.",0
3275,"If you're so demanding of others, you should also be demanding of yourself. //n If you're so demanding of another one, you should also be demanding of yourself.",0
3276,I don't care much for coffee. //n I don't care much for hot coffee.,0
3277,I don't care much for hot coffee. //n I don't care much for coffee.,1
3278,Many people in Fiji don't have access to clean drinking water. //n Many people in Fiji don't have access to clean drinking distilled water.,0
3279,Many people in Fiji don't have access to clean drinking distilled water. //n Many people in Fiji don't have access to clean drinking water.,1
3280,Many people in Fiji don't have access to clean drinking water. //n Many people in Fiji don't have access to clean drinking mineral water.,0
3281,Many people in Fiji don't have access to clean drinking mineral water. //n Many people in Fiji don't have access to clean drinking water.,1
3282,Many people in Fiji don't have access to clean drinking water. //n Many people in Fiji don't have access to clean drinking water on foot at all.,0
3283,Many people in Fiji don't have access to clean drinking water on foot at all. //n Many people in Fiji don't have access to clean drinking water.,1
3284,Many people in Fiji don't have access to clean drinking water. //n Many people in Fiji don't have access to clean drinking water for safe health.,0
3285,Many people in Fiji don't have access to clean drinking water for safe health. //n Many people in Fiji don't have access to clean drinking water.,1
3286,Many people in Fiji don't have access to clean drinking water. //n Many people in Fiji don't have access to clean drinking water in workplaces.,0
3287,Many people in Fiji don't have access to clean drinking water in workplaces. //n Many people in Fiji don't have access to clean drinking water.,1
3288,Many people in Fiji don't have access to clean drinking water. //n Many people in Fiji don't have access to clean drinking running water.,0
3289,Many people in Fiji don't have access to clean drinking water. //n Many people in Fiji don't have access to clean and safe drinking water.,0
3290,Many people in Fiji don't have access to clean drinking water. //n Many people in Fiji don't have access to clean warm drinking water.,0
3291,Many people in Fiji don't have access to clean warm drinking water. //n Many people in Fiji don't have access to clean drinking water.,1
3292,Many people in Fiji don't have access to clean drinking water. //n Many people in Fiji don't have access to clean fresh water.,0
